"","Duration (in seconds)","DistributionChannel","Consent","(att)g4q1_1_honest living","(att)g4q1_2_next door","(att)g4q1_3_rehabilitate","(att)g4q1_4_productivelives","(att)g4q1_5_immoral","(att)g4q1_6_circumstance","(att)g4q1_7_trust","(att)g4q1_8_guard","(att)g4q1_9_parole","(control)g4q2_felonsvote","g4q3_white_lowc_noitd","g4q4_nowhite_lowc_noitd","g4q5_white_medc_noitd","g4q6_nowhite_medc_noitd","g4q7_white_highc_noitd","g4q8_nowhite_highc_noitd","g4q9_white_lowc_itd","g4q10_nowhite_lowc_itd","g4q11_white_medc_itd","g4q12_nowhite_medc_itd","g4q13_white_highc_itd","g4q14_nowhite_highc_itd","age","gender","hhi","ethnicity","hispanic","education","political_party","zip","region","g4_DO","g4jail1_youincar","g4jail2_famfrdincar","g4_IV"
"212","1682","anonymous","I agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Strongly disagree","Strongly disagree","Agree","Strongly agree",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"58","Male","$70,000 to $74,999","White","No , not of Hispanic, Latino, or Spanish origin","Other post high school vocational training","Strong Republican","13088","Northeast","g4q1|g4q2|g4q7","Yes","No",5
"213","1356","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"63","Female","$75,000 to $79,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Strong Republican","24179","South","g4q1|g4q2|g4q11","No","Yes",9
"214","1556","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"63","Male","$40,000 to $44,999","American Indian or Alaska Native","Yes, Mexican, Mexican American, Chicano","Completed some college, but no degree","Other - neither","75146","South","g4q1|g4q2|g4q6","No","Yes",4
"215","1388","anonymous","I agree","Strongly agree","Strongly disagree","Strongly agree","Agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Disagree","Strongly disagree",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"56","Female","$60,000 to $64,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Strong Republican","57106","Midwest","g4q1|g4q2|g4q7","No","No",5
"216","1581","anonymous","I agree","Disagree","Strongly disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"78","Female","$100,000 to $124,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Independent Republican","22203","South","g4q1|g4q2|g4q6","No","No",4
"217","2222","anonymous","I agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Disagree","Disagree","Agree","Strongly agree",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"42","Female","$50,000 to $54,999","Pacific Islander *** Samoan","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Not very strong Republican","98444","West","g4q1|g4q2|g4q6","No","Yes",4
"218","1446","anonymous","I agree","Disagree","Agree","Strongly disagree","Strongly agree","Disagree","Agree","Strongly disagree","Strongly agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"32","Male","$50,000 to $54,999","Black, or African American","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Independent Republican","08046","Northeast","g4q1|g4q2|g4q12","No","Yes",10
"219","600","anonymous","I agree","Strongly disagree","Agree","Strongly disagree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"52","Female","$15,000 to $19,999","White","No , not of Hispanic, Latino, or Spanish origin","Some high school or less","Other - neither","92314","West","g4q1|g4q2|g4q10","No","No",8
"220","1120","anonymous","I agree","Strongly disagree","Strongly agree","Disagree","Strongly agree","Strongly disagree","Agree","Agree","Disagree","Agree","Agree",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"61","Female","$25,000 to $29,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Strong Republican","19560","Northeast","g4q1|g4q2|g4q6","Yes","Yes",4
"221","1714","anonymous","I agree","Disagree","Agree","Disagree","Strongly agree","Disagree","Strongly disagree","Agree","Disagree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"55","Male","$60,000 to $64,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Independent Republican","59602","West","g4q1|g4q2|g4q12","No","Yes",10
"222","1630","anonymous","I agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"18","Male","$20,000 to $24,999","White","No , not of Hispanic, Latino, or Spanish origin","Some high school or less","Not very strong Republican","57067","Midwest","g4q1|g4q2|g4q13","No","No",11
"223","2613","anonymous","I agree","Disagree","Strongly disagree","Disagree","Agree","Disagree","Strongly disagree","Strongly disagree","Agree","Disagree","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"24","Male","Less than $14,999","Black, or African American","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Independent - neither","71111","South","g4q1|g4q2|g4q10","No","No",8
"224","639","anonymous","I agree","Disagree","Disagree","Strongly disagree","Strongly agree","Disagree","Agree","Disagree","Disagree","Agree","Agree",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","Female","$95,000 to $99,999","Some other race","Yes, Mexican, Mexican American, Chicano","High school graduate","Independent Republican","89183","West","g4q1|g4q2|g4q5","No","Yes",3
"225","1005","anonymous","I agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Disagree","Disagree","Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"62","Female","$35,000 to $39,999","White","No , not of Hispanic, Latino, or Spanish origin","Other post high school vocational training","Strong Republican","48081","Midwest","g4q1|g4q2|g4q8","No","No",6
"226","1783","anonymous","I agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Disagree",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"40","Male","$50,000 to $54,999","White","No , not of Hispanic, Latino, or Spanish origin","Other post high school vocational training","Strong Republican","33463","South","g4q1|g4q2|g4q7","No","Yes",5
"227","1091","anonymous","I agree","Disagree","Agree","Disagree","Strongly agree","Strongly disagree","Agree","Disagree","Disagree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"41","Male","$30,000 to $34,999","Some other race","Yes, Mexican, Mexican American, Chicano","Completed some college, but no degree","Independent - neither","80236","West","g4q1|g4q2|g4q13","No","Yes",11
"228","2243","anonymous","I agree","Disagree","Disagree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Strongly disagree","Agree","Agree","Strongly agree",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"32","Female","$50,000 to $54,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Independent - neither","28630","South","g4q1|g4q2|g4q9","No","No",7
"229","1826","anonymous","I agree","Strongly agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Strongly disagree",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"85","Male","$30,000 to $34,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Strong Republican","75901","South","g4q1|g4q2|g4q9","No","No",7
"230","3007","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"42","Male","$95,000 to $99,999","Asian *** Chinese","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Independent Democrat","75022","South","g4q1|g4q2|g4q6","No","No",4
"231","2049","anonymous","I agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"59","Male","$200,000 to $249,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Strong Republican","21722","South","g4q1|g4q2|g4q12","No","Yes",10
"232","1922","anonymous","I agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"34","Male","$70,000 to $74,999","Some other race","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Strong Democrat","10011","Northeast","g4q1|g4q2|g4q9","No","No",7
"233","2223","anonymous","I agree","Disagree","Strongly disagree","Disagree","Agree","Agree","Agree","Disagree","Strongly agree","Agree","Disagree",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"25","Male","$50,000 to $54,999","Black, or African American","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Not very strong Democrat","22554","South","g4q1|g4q2|g4q6","No","No",4
"234","1178","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Strongly disagree","Disagree","Agree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"45","Female","$125,000 to $149,999","White","No , not of Hispanic, Latino, or Spanish origin","Associate's degree","Strong Republican","85208","West","g4q1|g4q2|g4q11","No","Yes",9
"235","1551","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","Male","$100,000 to $124,999","White","No , not of Hispanic, Latino, or Spanish origin","Associate's degree","Independent Republican","18302","Northeast","g4q1|g4q2|g4q5","No","Yes",3
"236","1024","anonymous","I agree","Disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Disagree","Disagree","Strongly agree","Strongly agree",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"79","Female","$65,000 to $69,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Strong Democrat","06455","Northeast","g4q1|g4q2|g4q9","No","No",7
"237","2311","anonymous","I agree","Strongly agree","Strongly disagree","Agree","Disagree","Agree","Strongly disagree","Disagree","Agree","Strongly disagree","Strongly disagree",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"63","Male","$100,000 to $124,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Strong Republican","60050","Midwest","g4q1|g4q2|g4q7","No","No",5
"238","2683","anonymous","I agree","Disagree","Disagree","Disagree","Strongly agree","Disagree","Disagree","Strongly disagree","Disagree","Agree","Disagree",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"63","Male","$45,000 to $49,999","Black, or African American","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Independent Democrat","19131","Northeast","g4q1|g4q2|g4q10","No","Yes",8
"239","2387","anonymous","I agree","Disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Strongly agree","Strongly disagree","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","55","Male","Less than $14,999","Asian *** Asian Indian","Yes, Cuban","Some high school or less","Strong Republican","97479","West","g4q1|g4q2|g4q14","No","Yes",12
"240","3107","anonymous","I agree","Strongly disagree","Disagree","Agree","Agree","Agree","Strongly agree","Disagree","Agree","Disagree","Strongly agree",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"41","Female","$35,000 to $39,999","White","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Not very strong Democrat","19140","Northeast","g4q1|g4q2|g4q8","Yes","Yes",6
"241","400","anonymous","I agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","Female","$25,000 to $29,999","Black, or African American","No , not of Hispanic, Latino, or Spanish origin","Master's or professional degree","Not very strong Democrat","48203","Midwest","g4q1|g4q2|g4q3","No","No",1
"242","2388","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","61","Female","$40,000 to $44,999","Black, or African American","No , not of Hispanic, Latino, or Spanish origin","Associate's degree","Not very strong Democrat","48504","Midwest","g4q1|g4q2|g4q14","No","No",12
"243","2754","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"47","Female","$150,000 to $174,999","White","No , not of Hispanic, Latino, or Spanish origin","Master's or professional degree","Independent Democrat","98012","West","g4q1|g4q2|g4q10","No","No",8
"244","731","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","Female","$55,000 to $59,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Independent - neither","55433","Midwest","g4q1|g4q2|g4q4","No","Yes",2
"245","701","anonymous","I agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Disagree","Strongly disagree","Strongly agree","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"38","Female","Less than $14,999","Black, or African American","No , not of Hispanic, Latino, or Spanish origin","Other post high school vocational training","Independent - neither","85320","West","g4q1|g4q2|g4q11","No","No",9
"246","855","anonymous","I agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"29","Female","$75,000 to $79,999","White","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Strong Republican","51401","Midwest","g4q1|g4q2|g4q7","No","No",5
"247","1739","anonymous","I agree","Strongly agree","Disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Agree","Disagree","Strongly agree","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"37","Male","$200,000 to $249,999","White","No , not of Hispanic, Latino, or Spanish origin","Master's or professional degree","Strong Democrat","90065","West","g4q1|g4q2|g4q12","No","No",10
"248","3806","anonymous","I agree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Strongly disagree","Disagree",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","Female","Less than $14,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Other - neither","28607","South","g4q1|g4q2|g4q4","No","Yes",2
"249","937","anonymous","I agree","Disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Disagree","Agree","Agree","Agree",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"55","Female","$20,000 to $24,999","Black, or African American","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Independent - neither","48228","Midwest","g4q1|g4q2|g4q6","No","Yes",4
"250","998","anonymous","I agree","Disagree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Disagree","Agree","Agree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"44","Female","$15,000 to $19,999","American Indian or Alaska Native","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Strong Democrat","91710","West","g4q1|g4q2|g4q13","No","No",11
"251","4728","anonymous","I agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Agree","Disagree","Disagree","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","40","Female","Less than $14,999","White","No , not of Hispanic, Latino, or Spanish origin","Other post high school vocational training","Independent - neither","08232","Northeast","g4q1|g4q2|g4q14","No","Yes",12
"252","1637","anonymous","I agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Disagree","Disagree","Disagree","Agree","Strongly agree",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"29","Female","$30,000 to $34,999","White","No , not of Hispanic, Latino, or Spanish origin","Other post high school vocational training","Other - neither","48239","Midwest","g4q1|g4q2|g4q6","No","Yes",4
"253","1896","anonymous","I agree","Disagree","Agree","Strongly disagree","Strongly agree","Disagree","Disagree","Strongly disagree","Agree","Agree","Strongly disagree",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"31","Female","$30,000 to $34,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Other - leaning Republican","48461","Midwest","g4q1|g4q2|g4q9","No","Yes",7
"254","573","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"41","Male","$100,000 to $124,999","Asian *** Japanese","No , not of Hispanic, Latino, or Spanish origin","Master's or professional degree","Independent - neither","92805","West","g4q1|g4q2|g4q11","No","No",9
"255","2956","anonymous","I agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","53","Female","Less than $14,999","White","No , not of Hispanic, Latino, or Spanish origin","Some high school or less","Other - neither","46806","Midwest","g4q1|g4q2|g4q14","No","Yes",12
"256","2402","anonymous","I agree","Disagree","Agree","Disagree","Strongly agree","Disagree","Disagree","Disagree","Agree","Disagree","Strongly disagree",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","Female","$25,000 to $29,999","Some other race","Yes, another Hispanic, Latino, or Spanish origin *** Guatemala","Completed some college, but no degree","Strong Republican","92262","West","g4q1|g4q2|g4q5","No","No",3
"257","1016","anonymous","I agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Strongly disagree","Agree",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"37","Female","Less than $14,999","American Indian or Alaska Native","No , not of Hispanic, Latino, or Spanish origin","Completed some college, but no degree","Independent - neither","93727","West","g4q1|g4q2|g4q7","No","No",5
"258","7187","anonymous","I agree","Disagree","Strongly disagree","Disagree","Agree","Disagree","Disagree","Strongly disagree","Agree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"44","Female","$150,000 to $174,999","White","No , not of Hispanic, Latino, or Spanish origin","Master's or professional degree","Other - leaning Republican","20855","South","g4q1|g4q2|g4q12","No","No",10
"259","257","anonymous","I agree","Strongly agree","Disagree","Agree","Disagree","Strongly agree","Agree","Strongly disagree","Agree","Strongly agree","Strongly agree",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","Female","$250,000 and above","Black, or African American","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Other - neither","48219","Midwest","g4q1|g4q2|g4q4","No","No",2
"260","4603","anonymous","I agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Agree","Disagree","Disagree","Strongly agree",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"25","Female","$20,000 to $24,999","White","No , not of Hispanic, Latino, or Spanish origin","Associate's degree","Strong Democrat","48067","Midwest","g4q1|g4q2|g4q10","No","No",8
"261","1628","anonymous","I agree","Strongly disagree","Agree","Strongly disagree","Agree","Strongly disagree","Agree","Disagree","Strongly disagree","Strongly agree","Strongly agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","37","Female","$70,000 to $74,999","Black, or African American","No , not of Hispanic, Latino, or Spanish origin","Bachelor's degree","Independent Republican","61826","Midwest","g4q1|g4q2|g4q14","No","No",12
"262","18269","anonymous","I agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Disagree","Disagree","Disagree","Strongly agree","Agree",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"59","Female","$15,000 to $19,999","White","No , not of Hispanic, Latino, or Spanish origin","High school graduate","Not very strong Republican","61081","Midwest","g4q1|g4q2|g4q8","No","No",6
"263","23359","anonymous","I agree","Strongly disagree","Disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Disagree","Agree","Strongly agree","Disagree",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"37","Male","25","Prefer not to answer","No , not of Hispanic, Latino, or Spanish origin","Associate's degree","Strong Democrat","14580","Northeast","g4q1|g4q2|g4q6","No","No",4
